EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
125900.500,119851.800,149631.700,421538.200,149577.700,145447.400,131165.000,141932.600,-0.147,0.962,-0.306,-4.791,2.502,4.578,66.667,88.000,1.000,8.770,0.000
125870.700,119818.400,149590.900,421271.800,149385.100,145313.000,131032.500,141736.100,-0.144,0.963,-0.305,-5.280,2.502,4.578,66.667,89.000,1.000,5.073,0.000
125848.500,119797.400,149563.000,420951.000,149118.600,145118.300,130847.000,141484.800,-0.149,0.961,-0.304,-5.524,2.380,4.456,66.667,90.000,1.000,2.422,0.000
125825.900,119775.600,149539.300,420888.900,149103.400,145090.800,130822.200,141486.400,-0.147,0.956,-0.307,-5.829,2.411,4.272,66.667,91.000,1.000,3.763,0.000
125812.300,119759.400,149524.800,421029.800,149309.100,145228.400,130963.300,141689.400,-0.155,0.951,-0.309,-6.042,2.380,4.028,66.667,92.000,1.000,9.386,0.000
125794.900,119741.500,149507.500,421091.500,149451.500,145331.900,131063.500,141810.700,-0.155,0.946,-0.312,-5.951,2.411,3.418,66.667,93.000,1.000,0.017,0.000
125809.100,119757.700,149517.900,420899.100,149326.000,145246.700,130985.200,141679.300,-0.154,0.941,-0.313,-5.981,2.380,2.655,66.667,94.000,1.000,1.819,0.000
125788.400,119737.500,149492.600,420598.600,149067.900,145066.000,130802.200,141431.800,-0.153,0.935,-0.310,-5.615,2.289,1.953,66.667,95.000,1.000,3.804,0.000
125738.300,119685.200,149438.000,420514.500,149014.300,145008.800,130743.900,141403.000,-0.149,0.932,-0.313,-5.646,2.289,1.190,66.667,96.000,1.000,21.792,0.000
125680.100,119622.200,149376.100,420622.400,149170.900,145088.700,130830.500,141563.300,-0.156,0.935,-0.310,-5.249,2.380,0.732,66.667,97.000,1.000,0.018,0.000
125624.800,119566.500,149316.100,420655.800,149272.200,145142.900,130889.200,141647.400,-0.159,0.934,-0.312,-5.219,2.258,0.183,66.667,98.000,1.000,3.103,0.000
125626.100,119574.500,149312.300,420457.700,149127.000,145050.400,130796.600,141497.500,-0.167,0.935,-0.314,-5.005,2.228,-0.092,66.667,99.000,1.000,0.008,0.000
